date,title,source,url,tone,language,country,themes,word_count
20250601T174500Z,Arrest over rape of teenage girl in Edinburgh,yahoo.com,https://www.yahoo.com/news/arrest-over-rape-teenage-girl-165431999.html,0,English,United States,,0
20250601T174500Z,"Sir Kenneth Bloomfield , head of the Northern Ireland Civil Service who survived an IRA bomb attack",yahoo.com,https://www.yahoo.com/news/sir-kenneth-bloomfield-head-northern-153246817.html,0,English,United States,,0
20250601T174500Z,Will a Category 5 hurricane make landfall in Florida in 2025 ? History says that unlikely,yahoo.com,https://www.yahoo.com/news/category-5-hurricane-landfall-florida-152803366.html,0,English,United States,,0
20250601T174500Z,Man found dead on downtown Sacramento roadway,yahoo.com,https://www.yahoo.com/news/man-found-dead-downtown-sacramento-144457429.html,0,English,United States,,0
20250601T174500Z,Emergency officials responding to a plane landing in the Long Island Sound,yahoo.com,https://www.yahoo.com/news/emergency-officials-responding-plane-landing-152034165.html,0,English,United States,,0
20250601T174500Z,Abortions remain outlawed in Kentucky as ACLU ends lawsuit challenging ban,yahoo.com,https://www.yahoo.com/news/abortions-remain-outlawed-kentucky-aclu-162239480.html,0,English,United States,,0
20250601T174500Z,Shreveport drummer Hoffman returning as a member of Primus,yahoo.com,https://www.yahoo.com/news/shreveport-drummer-hoffman-returning-member-144845166.html,0,English,United States,,0
20250601T174500Z,Chris Christie says Trump is giving free rein to white - collar criminals,yahoo.com,https://www.yahoo.com/news/chris-christie-says-trump-giving-171444817.html,0,English,United States,,0
20250601T174500Z,"Storms threaten Houston , Dallas on Sunday as multiday severe weather threat kicks off in Plains",yahoo.com,https://www.yahoo.com/news/storms-threaten-houston-dallas-sunday-150226775.html,0,English,United States,,0
20250601T174500Z,Inside Jill Biden political rise amid her husband cognitive decline : Book,yahoo.com,https://www.yahoo.com/news/inside-jill-bidens-political-rise-150046621.html,0,English,United States,,0
20250601T174500Z,Seasonal speed limits return to coastal roads,yahoo.com,https://www.yahoo.com/news/seasonal-speed-limits-return-coastal-161911088.html,0,English,United States,,0
20250601T174500Z,Dallas weather : Severe storms possible in North Texas,yahoo.com,https://www.yahoo.com/news/dallas-weather-severe-storms-possible-123529631.html,0,English,United States,,0
20250601T174500Z,Starling pays out fivefold bonus sum despite FCA fine and Covid loan errors,finance.yahoo.com,https://finance.yahoo.com/news/starling-pays-fivefold-bonus-sum-170518170.html,0,English,United States,,0
20250601T174500Z,"Here how much you should have saved for retirement at age 30 , 50 or 60 are you at risk of falling behind ? ",finance.yahoo.com,https://finance.yahoo.com/news/much-saved-retirement-age-30-171100054.html,0,English,United States,,0
20250601T174500Z,2 rescued after plane crashes into Long Island Sound : Officials,yahoo.com,https://www.yahoo.com/news/2-rescued-plane-crashes-long-163700781.html,0,English,United States,,0
20250601T174500Z,"A funding flashpoint , Pfizer $1B poster and AstraZeneca advertising",yahoo.com,https://www.yahoo.com/news/funding-flashpoint-pfizer-1b-poster-111000992.html,0,English,United States,,0
20250601T174500Z,"Austin weather : Bracing for summer heat , evening storm risk",yahoo.com,https://www.yahoo.com/news/austin-weather-bracing-summer-heat-130541736.html,0,English,United States,,0
20250601T174500Z,"3 Patients Killed , Dozens Injured After Fire Breaks Out in Hospital Geriatric Ward",yahoo.com,https://www.yahoo.com/news/3-patients-killed-dozens-injured-171713691.html,0,English,United States,,0
20250601T174500Z,"Here where normal people can still buy homes , according to real estate data",yahoo.com,https://www.yahoo.com/news/where-normal-people-still-buy-144700016.html,0,English,United States,,0
20250601T174500Z,Waverly woman arrested on child endangerment charge after turning herself in,yahoo.com,https://www.yahoo.com/news/waverly-woman-arrested-child-endangerment-151544458.html,0,English,United States,,0
20250601T174500Z,Mike Johnson and Russ Vought Continue to Lie About Medicaid Cuts,yahoo.com,https://www.yahoo.com/news/mike-johnson-russ-vought-continue-162121425.html,0,English,United States,,0
20250601T174500Z,Death investigation ongoing on Boxwood Boulevard in Columbus,yahoo.com,https://www.yahoo.com/news/death-investigation-ongoing-boxwood-boulevard-150702632.html,0,English,United States,,0
20250601T174500Z,Four hurt in escaped dog attack,yahoo.com,https://www.yahoo.com/news/four-hurt-escaped-dog-attack-162254035.html,0,English,United States,,0
20250601T174500Z,"Gerry Adam BBC manners remark  chilling , says NUJ",yahoo.com,https://www.yahoo.com/news/gerry-adams-bbc-manners-remark-170128287.html,0,English,United States,,0
20250601T174500Z,Pride flags surround Stonewall National Monument for Pride Month in NYC,yahoo.com,https://www.yahoo.com/news/pride-flags-surround-stonewall-national-151134094.html,0,English,United States,,0
20250601T174500Z,British rider Simon Yates wins elusive Giro dItalia title,yahoo.com,https://www.yahoo.com/news/british-rider-simon-yates-wins-170917453.html,0,English,United States,,0
20250601T174500Z,Last day of Des Moines Con kicks off at Iowa Events Center,yahoo.com,https://www.yahoo.com/news/last-day-des-moines-con-151243436.html,0,English,United States,,0
20250601T174500Z,"Chicago crime : Man , 45 , charged with attempted murder of teen , police say",yahoo.com,https://www.yahoo.com/news/chicago-crime-man-45-charged-120215339.html,0,English,United States,,0
20250601T174500Z,"Man found dead , burned on Stone Mountain determined to die in suicide",yahoo.com,https://www.yahoo.com/news/man-found-dead-burned-stone-162518637.html,0,English,United States,,0
20250601T174500Z,June 1 marks the start of the 2025 Atlantic Hurricane season,yahoo.com,https://www.yahoo.com/news/june-1-marks-start-2025-150510335.html,0,English,United States,,0
20250601T174500Z,"Chicago weather : Cooler temps , hazy skies to start Sunday before big warm - up",yahoo.com,https://www.yahoo.com/news/chicago-weather-cooler-temps-hazy-123053155.html,0,English,United States,,0
20250601T174500Z,"Local woman , 2 others plead guilty to cross - state drug trafficking ring participation",yahoo.com,https://www.yahoo.com/news/local-woman-2-others-plead-170020509.html,0,English,United States,,0
20250601T200000Z,Shreveport The Bridge hosts open house on dementia care,yahoo.com,https://www.yahoo.com/news/shreveport-bridge-hosts-open-house-170156131.html,0,English,United States,,0
20250601T200000Z,Old Forge auto sales business destroyed by fire,yahoo.com,https://www.yahoo.com/news/old-forge-auto-sales-business-190600869.html,0,English,United States,,0
20250601T200000Z,High turnout in Polish presidential election run - off,yahoo.com,https://www.yahoo.com/news/high-turnout-polish-presidential-election-182730413.html,0,English,United States,,0
20250601T200000Z,"Challenge to Florida stripper age law dropped , similar Jacksonville law upheld in April",yahoo.com,https://www.yahoo.com/news/challenge-florida-stripper-age-law-190045384.html,0,English,United States,,0
20250601T200000Z,Polish centrist candidate Trzaskowski says he won presidential election,yahoo.com,https://www.yahoo.com/news/polish-centrist-candidate-trzaskowski-says-191516477.html,0,English,United States,,0
20250601T200000Z,"2 rescued from sinking boat near Point Lookout , Coast Guard says",yahoo.com,https://www.yahoo.com/news/2-rescued-sinking-boat-near-191200545.html,0,English,United States,,0
20250601T200000Z,Willowick Police investigating after teen was shot in the chest : I - Team,yahoo.com,https://www.yahoo.com/news/willowick-police-investigating-teen-shot-162934237.html,0,English,United States,,0
20250601T200000Z,June 7 : Dexter Duck Derby,yahoo.com,https://www.yahoo.com/news/june-7-dexter-duck-derby-180000859.html,0,English,United States,,0
20250601T200000Z,Teen dead after larceny complaint in East Hartford,yahoo.com,https://www.yahoo.com/news/teen-dead-larceny-complaint-east-170609336.html,0,English,United States,,0
20250601T200000Z,"Juneteenth celebration expanding in Scranton , also planned in Wilkes - Barre",yahoo.com,https://www.yahoo.com/news/juneteenth-celebration-expanding-scranton-planned-190700092.html,0,English,United States,,0
20250601T200000Z,"Border Officers Intercept Enough Cocaine To Kill 17 , 000 People Near El Paso",yahoo.com,https://www.yahoo.com/news/border-officers-intercept-enough-cocaine-190002987.html,0,English,United States,,0
20250601T200000Z,Grant could help Newton Recreation Center continue improvements,yahoo.com,https://www.yahoo.com/news/grant-could-help-newton-recreation-190500482.html,0,English,United States,,0
20250601T200000Z,Honor Flight Mission 89 celebrates veteran return to Rochester,yahoo.com,https://www.yahoo.com/news/honor-flight-mission-89-celebrates-165614422.html,0,English,United States,,0
20250601T200000Z,Pflugerville police chief retires during  administrative investigation  ,yahoo.com,https://www.yahoo.com/news/pflugerville-police-chief-retires-during-170243207.html,0,English,United States,,0
20250601T200000Z,"Man killed , woman injured in Lone Jack motorcycle crash",yahoo.com,https://www.yahoo.com/news/man-killed-woman-injured-lone-174244758.html,0,English,United States,,0
20250601T200000Z,Beckley Crossroads Mall evacuated due to  unconfirmed emergency  ,yahoo.com,https://www.yahoo.com/news/beckley-crossroads-mall-evacuated-due-174844911.html,0,English,United States,,0
20250601T200000Z,"Casey reflects on Biden diagnosis , his own cancer fight",yahoo.com,https://www.yahoo.com/news/casey-reflects-biden-diagnosis-own-190600265.html,0,English,United States,,0
20250601T200000Z,  One last family supper  Knoxville coffee shop to close,yahoo.com,https://www.yahoo.com/news/one-last-family-supper-knoxville-174153423.html,0,English,United States,,0
20250601T200000Z,The State With The Most Sam Club Warehouses,yahoo.com,https://www.yahoo.com/news/state-most-sams-club-warehouses-192000877.html,0,English,United States,,0
20250601T200000Z,"$50 , 000 lottery ticket sold in Chalmette still unclaimed",yahoo.com,https://www.yahoo.com/news/50-000-lottery-ticket-sold-174338617.html,0,English,United States,,0
20250601T200000Z,"Easton Carmichael homers twice , Oklahoma rolls past Huskers 17 - 1 to reach regional final",yahoo.com,https://www.yahoo.com/news/easton-carmichael-homers-twice-oklahoma-192401469.html,0,English,United States,,0
20250601T200000Z,"Saturday afternoon Miami area shooting hospitalizes a 14 - year - old , cops say",yahoo.com,https://www.yahoo.com/news/saturday-afternoon-miami-area-shooting-131924969.html,0,English,United States,,0
20250601T200000Z,Street - level violence prevention programs have been decimated by Trump just ahead of summer,yahoo.com,https://www.yahoo.com/news/street-level-violence-prevention-programs-182315940.html,0,English,United States,,0
20250601T200000Z,Modesto celebrates opening of housing project aimed at combating homelessness,yahoo.com,https://www.yahoo.com/news/modesto-celebrates-opening-housing-project-130000924.html,0,English,United States,,0
20250601T200000Z,Israel military chief orders expansion of Gaza offensive,yahoo.com,https://www.yahoo.com/news/israels-military-chief-orders-expansion-182731342.html,0,English,United States,,0
20250601T200000Z,FDA chief wary of federal recommendations for Covid - 19 vaccines,yahoo.com,https://www.yahoo.com/news/fda-chief-wary-federal-recommendations-193657130.html,0,English,United States,,0
20250601T200000Z,The fight to save California public land from a Canadian mining company,yahoo.com,https://www.yahoo.com/news/fight-save-california-public-land-130000102.html,0,English,United States,,0
20250601T200000Z,1 killed in Birmingham crash,yahoo.com,https://www.yahoo.com/news/1-killed-birmingham-crash-174056358.html,0,English,United States,,0
20250601T200000Z,"Presidents Clinton , Obama and Biden did tariffs , deportations as well",yahoo.com,https://www.yahoo.com/news/presidents-clinton-obama-biden-did-123000444.html,0,English,United States,,0
20250601T200000Z,Fresno State defers chunk of Save Mart Center debt . Could students feel the pain ? ,yahoo.com,https://www.yahoo.com/news/fresno-state-defers-chunk-save-123000018.html,0,English,United States,,0
20250601T200000Z,Austin officer - involved shooting : Suspect hospitalized,yahoo.com,https://www.yahoo.com/news/austin-officer-involved-shooting-suspect-143005506.html,0,English,United States,,0
20250601T200000Z,California lottery player lands mega $204 million Powerball jackpot,yahoo.com,https://www.yahoo.com/news/california-lottery-player-lands-mega-191829593.html,0,English,United States,,0
20250601T200000Z,Record setting 20 inches of rain to end spring,yahoo.com,https://www.yahoo.com/news/record-setting-20-inches-rain-170000846.html,0,English,United States,,0
20250601T200000Z,Haunting Image Shows The Moon Deimos From The Surface of Mars,yahoo.com,https://www.yahoo.com/news/haunting-image-shows-moon-deimos-190011898.html,0,English,United States,,0
20250601T200000Z,Benefit held to help Pasco deputy injured in the line of duty,yahoo.com,https://www.yahoo.com/news/benefit-held-help-pasco-deputy-152209458.html,0,English,United States,,0
20250601T200000Z,Four dead after car vs . train crash in Shelby Co . ,yahoo.com,https://www.yahoo.com/news/four-dead-car-vs-train-171402955.html,0,English,United States,,0
20250601T200000Z,"This Week in Louisiana Politics : Insurance bills , NBA Youngboy pardoned by Trump",yahoo.com,https://www.yahoo.com/news/week-louisiana-politics-insurance-bills-175604573.html,0,English,United States,,0
20250601T200000Z,Zelensky hails  brilliant succes in attacking Russian airfields,yahoo.com,https://www.yahoo.com/news/zelensky-hails-brilliant-success-attacking-191234024.html,0,English,United States,,0
20250601T200000Z,Death toll reaches at least 200 in Nigerian town submerged in floods as rescue efforts halted,yahoo.com,https://www.yahoo.com/news/death-toll-reaches-least-200-193122042.html,0,English,United States,,0
20250601T200000Z,Woman stabbed to death by roommate son in northeast Las Vegas valley : police,yahoo.com,https://www.yahoo.com/news/woman-stabbed-death-roommate-son-174030174.html,0,English,United States,,0
20250601T200000Z,Chicago Defender Charities holds grand opening at new Wellness Homes of Chicago facility,yahoo.com,https://www.yahoo.com/news/chicago-defender-charities-holds-grand-172442491.html,0,English,United States,,0
20250601T200000Z,Rising antisemitism is causing immense harm to American Jews,yahoo.com,https://www.yahoo.com/news/rising-antisemitism-causing-immense-harm-130000438.html,0,English,United States,,0
20250601T200000Z,Man hospitalized after being shot  several  times near Bannister Road : KCPD,yahoo.com,https://www.yahoo.com/news/man-hospitalized-being-shot-several-180225457.html,0,English,United States,,0
20250601T200000Z,"Portion of Ridge Lea Road , North Bailey Avenue to close starting Monday",yahoo.com,https://www.yahoo.com/news/portion-ridge-lea-road-north-173727435.html,0,English,United States,,0
20250601T200000Z,"Residents asked to close doors , windows after bear sighting in Aurora neighborhood",yahoo.com,https://www.yahoo.com/news/residents-asked-close-doors-windows-161217756.html,0,English,United States,,0
20250601T200000Z,Man charged after shots fired at Knoxville home,yahoo.com,https://www.yahoo.com/news/man-charged-shots-fired-knoxville-170811367.html,0,English,United States,,0
20250601T200000Z,"Hiker Discovers Man Burned Body on Georgia Mountain in  Area Visitors Usually Dont Go to , Police Say",yahoo.com,https://www.yahoo.com/news/hiker-discovers-mans-burned-body-193122245.html,0,English,United States,,0
20250601T200000Z,Medical report leaked that  proves Imane Khelif is biological male  ,yahoo.com,https://www.yahoo.com/news/medical-report-leaked-proves-imane-182447965.html,0,English,United States,,0
20250601T200000Z,Magnolia Soap & Bath Co . brings fresh scents to Trussville,yahoo.com,https://www.yahoo.com/news/magnolia-soap-bath-co-brings-165357843.html,0,English,United States,,0
20250601T200000Z,"Israeli forces open fire on Gazans seeking aid , kill 30 , Hamas says",yahoo.com,https://www.yahoo.com/news/israeli-forces-open-fire-gazans-191234893.html,0,English,United States,,0
20250601T200000Z,Hope for the growth of Catholicism in America under Pope Leo XIV,yahoo.com,https://www.yahoo.com/news/hope-growth-catholicism-america-under-130000475.html,0,English,United States,,0
20250601T200000Z,CODI alert issued for missing 13 - year - old girl : VSP,yahoo.com,https://www.yahoo.com/news/codi-alert-issued-missing-13-174341171.html,0,English,United States,,0
20250601T200000Z,"Sudan prime minister dissolves government , state news agency reports",yahoo.com,https://www.yahoo.com/news/sudans-prime-minister-dissolves-government-193408627.html,0,English,United States,,0
20250601T200000Z,"Sen . Ron Johnson proposes  line - by - line  cuts to pass Trump  big , beautiful bill  ",yahoo.com,https://www.yahoo.com/news/sen-ron-johnson-proposes-line-172516467.html,0,English,United States,,0
20250601T200000Z,Anna Mae Robertson : Milwaukee resident who was a member of famed Six Triple Eight during World War II dies at 101,yahoo.com,https://www.yahoo.com/news/anna-mae-robertson-milwaukee-resident-183420746.html,0,English,United States,,0
20250601T200000Z,Authorities in Mecca crack down on Hajj pilgrims without permits,yahoo.com,https://www.yahoo.com/news/authorities-mecca-crack-down-hajj-184230309.html,0,English,United States,,0
20250601T200000Z,Valley Springs man arrested after yard work dispute leads to gunfire,yahoo.com,https://www.yahoo.com/news/valley-springs-man-arrested-yard-170605995.html,0,English,United States,,0
20250601T200000Z,Ukraine unprecedented drone strike on Russia offers glimpse into the future of war,yahoo.com,https://www.yahoo.com/news/ukraines-unprecedented-drone-strike-russia-192634257.html,0,English,United States,,0
20250601T200000Z,Federal agents briefly detain aide at New York Rep . Jerry Nadler office during nearby protests against migrant detentions,yahoo.com,https://www.yahoo.com/news/federal-agents-briefly-detain-aide-184541508.html,0,English,United States,,0
20250601T200000Z,CODI alert issued for missing Roanoke teen,yahoo.com,https://www.yahoo.com/news/codi-alert-issued-missing-roanoke-170828677.html,0,English,United States,,0
20250601T203000Z,"Forget Warren Buffett Favorite Index . This Artificial Intelligence ETF Could Potentially Turn Just $500 Per Month Into $156 , 000 Over 10 Years . ",finance.yahoo.com,https://finance.yahoo.com/news/forget-warren-buffetts-favorite-index-191500527.html,0,English,United States,,0
20250601T203000Z,2 AI Stocks to Buy in June,finance.yahoo.com,https://finance.yahoo.com/news/2-ai-stocks-buy-june-190500268.html,0,English,United States,,0
20250601T203000Z,Bear Market Myths Debunked : Separating Fact From Fiction,finance.yahoo.com,https://finance.yahoo.com/news/bear-market-myths-debunked-separating-192000271.html,0,English,United States,,0
20250601T203000Z,3 Top Dividend ETFs to Buy in June for a Lifetime of Passive Income,finance.yahoo.com,https://finance.yahoo.com/news/3-top-dividend-etfs-buy-191500192.html,0,English,United States,,0
